web-scraper-order,web-scraper-start-url,number_to_rate,name,published_time,review_content,rating_html
"1582528317-1227","https://www.google.com/maps/place/Chanello's+Pizza+%234/@36.7899742,-76.125894,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babfbd207c160d:0xf73c86e82b2298bb!8m2!3d36.7899699!4d-76.1237053!9m1!1b1","83 reviews","Bobbie Apelt","11 months ago","I LOVE CHANELLO'S PIZZA. Others in the area do NOT compare. Hawaiian Pizza is the best!","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1113""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1112""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1111""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1110""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1109""></span>"
"1582528176-869","https://www.google.com/maps/place/Chanello's+Pizza+%231/@36.9280133,-76.3205357,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba997fe547e42f:0x90f52467e57e80a4!8m2!3d36.928009!4d-76.318347!9m1!1b1","87 reviews","Zuri Barriera","2 years ago","Staff is extremely friendly and the manager is awesome!! Very pleasant and quick!!!","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2833""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2832""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2831""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2830""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2829""></span>"
"1582528280-1215","https://www.google.com/maps/place/Chanello's+Pizza+%235/@36.8715743,-76.3002947,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba984644f0319f:0xe26b261878364c00!8m2!3d36.87157!4d-76.298106!9m1!1b1","156 reviews","Raul Arocho","8 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9959""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9958""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9957""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9956""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""9955""></span>"
"1582528280-1201","https://www.google.com/maps/place/Chanello's+Pizza+%235/@36.8715743,-76.3002947,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba984644f0319f:0xe26b261878364c00!8m2!3d36.87157!4d-76.298106!9m1!1b1","156 reviews","Jeff F","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9497""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9496""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9495""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""9494""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""9493""></span>"
"1582528433-1537","https://www.google.com/maps/place/Chanello's+Pizza/@36.8403777,-76.0892202,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba953521e0a167:0xe8eb7de14871d02b!8m2!3d36.8403734!4d-76.0870315!9m1!1b1","85 reviews","Philip Mcgreevy","9 months ago","Terrible service and food my order was messed up on delivery so.i take it back up and they mess it up again will not be back","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1278""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1277""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1276""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1275""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1274""></span>"
"1582528623-2075","https://www.google.com/maps/place/Chanello's+Pizza+%232/@36.9321303,-76.2046187,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba913f1495a0ff:0x73f9a08a74cc8edc!8m2!3d36.932126!4d-76.20243!9m1!1b1","null","Ayri Chan","a year ago","","<span jstcache=""265"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""5701""></span><span jstcache=""265"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""5700""></span><span jstcache=""265"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""5699""></span><span jstcache=""265"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""5698""></span><span jstcache=""265"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""5697""></span>"
"1582528225-1037","https://www.google.com/maps/place/Chanello's+Pizza+%233/@36.8409833,-75.9968367,17z/data=!3m2!4b1!5s0x89baea29ba7bd3c3:0x6a010471d2c98ca0!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baea2998386b9d:0x549dc79761d1f91b!8m2!3d36.840979!4d-75.994648!9m1!1b1","143 reviews","Daphne Pitt","a year ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8167""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8166""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8165""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8164""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""8163""></span>"
"1582528505-1615","https://www.google.com/maps/place/Chanello's+Pizza+%239/@36.892055,-76.2405181,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba9710c59fbbc9:0x4b7bd022c70b0edb!8m2!3d36.8920507!4d-76.2383294!9m1!1b1","207 reviews","Randy Baynum Jr.","a year ago","Walked in for a pizza and saw they had a large, 1 topping carry out special, and left with 2 pies instead. The pizza is pretty good, and stayed hot on my way home. Will definitely try other items on their menu.","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1761""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1760""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1759""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1758""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1757""></span>"
"1582528225-942","https://www.google.com/maps/place/Chanello's+Pizza+%233/@36.8409833,-75.9968367,17z/data=!3m2!4b1!5s0x89baea29ba7bd3c3:0x6a010471d2c98ca0!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baea2998386b9d:0x549dc79761d1f91b!8m2!3d36.840979!4d-75.994648!9m1!1b1","143 reviews","Erika Jackson","a year ago","They cant take proper orders.. I also have to get another pizza made. the manager Lance is a jerk!!","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1502""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1501""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1500""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1499""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""1498""></span>"
"1582528176-854","https://www.google.com/maps/place/Chanello's+Pizza+%231/@36.9280133,-76.3205357,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba997fe547e42f:0x90f52467e57e80a4!8m2!3d36.928009!4d-76.318347!9m1!1b1","87 reviews","Benjamin Dunn","7 months ago","Great food","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1469""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1468""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1467""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1466""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""1465""></span>"
"1582528505-1669","https://www.google.com/maps/place/Chanello's+Pizza+%239/@36.892055,-76.2405181,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba9710c59fbbc9:0x4b7bd022c70b0edb!8m2!3d36.8920507!4d-76.2383294!9m1!1b1","207 reviews","Donovan Simms","3 years ago","Ordered a large pizza online for a specific time. Not only did the pizza never arrive but when I called they said they never received an order from me. Even though I not only had the email confirming that I placed the order but also my …","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4669""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""4668""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""4667""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""4666""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""4665""></span>"
"1582528505-1771","https://www.google.com/maps/place/Chanello's+Pizza+%239/@36.892055,-76.2405181,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89ba9710c59fbbc9:0x4b7bd022c70b0edb!8m2!3d36.8920507!4d-76.2383294!9m1!1b1","207 reviews","Jennifer Streeter","5 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11730""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11729""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11728""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""11727""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star"" jsan=""7.section-review-star"" wfd-id=""11726""></span>"
"1582528107-686","https://www.google.com/maps/place/Chanello's+Pizza+%2332/@36.8347409,-76.3429376,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89baa212cba80a53:0xd92219950172dd42!8m2!3d36.8347366!4d-76.3407489!9m1!1b1","101 reviews","Brandon Martin","a year ago","Fresh pizza","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2549""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2548""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2547""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2546""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""2545""></span>"
"1582528317-1276","https://www.google.com/maps/place/Chanello's+Pizza+%234/@36.7899742,-76.125894,17z/data=!3m1!4b1!4m10!1m2!2m1!1sChanello's+Pizza!3m6!1s0x89babfbd207c160d:0xf73c86e82b2298bb!8m2!3d36.7899699!4d-76.1237053!9m1!1b1","83 reviews","James Kihn","2 years ago","","<span jstcache=""293"" jsinstance=""0"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4115""></span><span jstcache=""293"" jsinstance=""1"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4114""></span><span jstcache=""293"" jsinstance=""2"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4113""></span><span jstcache=""293"" jsinstance=""3"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4112""></span><span jstcache=""293"" jsinstance=""*4"" class=""section-review-star section-review-star-active"" jsan=""7.section-review-star,7.section-review-star-active"" wfd-id=""4111""></span>"
